ICAO_Code, IATA_Code, Name, City, Country, LatDeg, LatMin, LatSec, LatDir,LongDeg, LongMin, LongSec, LongDir, Altitude
'BGKK','KUS','KULUSUK','KULUSUK','GREENLAND',65,35,0,'N',65.5833333333333,37,9,0,'U',0,110
'BGNN','JNN','','NANORTALIK','GREENLAND',0,0,0,'U',0,0,0,0,'U',0,0
'BGNS','JNS','','NARSSAQ','GREENLAND',0,0,0,'U',0,0,0,0,'U',0,0
'BGSF','SFJ','KANGERLUSSUAQ SONDRE STROMFJORD','SONDRESTROM','GREENLAND',67,1,1,'N',67.0169444444444,50,41,21,'U',0,165
'BGST','JSU','','SUKKERTOPPEN','GREENLAND',0,0,0,'U',0,0,0,0,'U',0,0
'BGTL','THU','THULE AIR BASE','THULE','GREENLAND',76,31,52,'N',76.5311111111111,68,42,11,'U',0,251
'BGUP','JUV','','UPERNAVIK','GREENLAND',0,0,0,'U',0,0,0,0,'U',0,0
'BIAR','AEY','AKUREYRI','AKUREYRI','ICELAND',65,39,35,'N',65.6597222222222,18,4,21,'U',0,6
'BIEG','EGS','EGILSSTADIR','EGILSSTADIR','ICELAND',65,17,0,'N',65.2833333333333,14,24,5,'U',0,76
'BIGR','GRY','','GRIMSEY','ICELAND',0,0,0,'U',0,0,0,0,'U',0,0
'BIHN','HFN','HORNAFJORDUR','HOFN','ICELAND',64,17,44,'N',64.2955555555556,15,13,38,'U',0,24
'BIHU','HZK','HUSAVIK','HUSAVIK','ICELAND',65,57,8,'N',65.9522222222222,17,25,33,'U',0,45
'BIIS','IFJ','ISAFJORDUR','ISAFJORDUR','ICELAND',66,3,29,'N',66.0580555555556,23,8,7,'U',0,8
'BIKF','KEF','KEFLAVIK NAS','KEFLAVIK','ICELAND',63,59,6,'N',63.985,22,36,20,'U',0,171
'BIKP','OPA','KOPASKER','KOPASKER','ICELAND',66,18,49,'N',66.3136111111111,16,27,40,'U',0,20
'BIKR','SAK','','SAUDARKROKUR','ICELAND',0,0,0,'U',0,0,0,0,'U',0,0
'BINF','NOR','','NORDFJORDUR','ICELAND',0,0,0,'U',0,0,0,0,'U',0,0
'BIPA','PFJ','PATREKSFJORDUR','PATREKSFJORDUR','ICELAND',65,33,21,'N',65.5558333333333,23,57,54,'U',0,11
'BIRG','RFN','','RAUFARHOFN','ICELAND',0,0,0,'U',0,0,0,0,'U',0,0
'BIRK','RKV','REYKJAVIK','REYKJAVIK','ICELAND',64,7,48,'N',64.13,21,56,26,'U',0,48
'BISI','SIJ','SIGLUFJORDHUR','SIGLUFJORDUR','ICELAND',66,8,0,'N',66.1333333333333,18,55,0,'U',0,10
'BITE','TEY','','THINGEYRI','ICELAND',0,0,0,'U',0,0,0,0,'U',0,0
'BITH','THO','','THORSHOFN','ICELAND',0,0,0,'U',0,0,0,0,'U',0,0
'BIVM','VEY','VESTMANNAEYJAR','VESTMANNAEYJAR','ICELAND',63,25,27,'N',63.4241666666667,20,16,43,'U',0,326
'BIVO','VPN','','VOPNAFJORDUR','ICELAND',0,0,0,'U',0,0,0,0,'U',0,0
'CUHA','YQC','','QUAQTAQ','CANADA',0,0,0,'U',0,0,0,0,'U',0,0
'CYAB','YAB','','ARCTIC BAY','CANADA',0,0,0,'U',0,0,0,0,'U',0,0
'CYAL','YAL','','ALERT BAY','CANADA',0,0,0,'U',0,0,0,0,'U',0,0
'CYAM','YAM','SAULT STE MARIE','SAULT SAINTE MARIE','CANADA',46,29,6,'N',46.485,84,30,34,'U',0,630
'CYAV','YAV','WINNIPEG ST ANDREWS','WINNIPEG','CANADA',50,3,23,'N',50.0563888888889,97,1,57,'U',0,760
'CYAW','YAW','SHEARWATER','HALIFAX','CANADA',44,38,23,'N',44.6397222222222,63,29,58,'U',0,167
'CYAY','YAY','ST ANTHONY','ST. ANTHONY','CANADA',51,23,30,'N',51.3916666666667,56,5,4,'U',0,92
'CYAZ','YAZ','TOFINO','TOFINO','CANADA',49,4,56,'N',49.0822222222222,125,46,21,'U',0,80
'CYBB','YBB','KUGAARUK','PELLY BAY','CANADA',68,32,4,'N',68.5344444444444,89,48,29,'U',0,56
'CYBC','YBC','BAIE COMEAU','BAIE COMEAU','CANADA',49,7,56,'N',49.1322222222222,68,12,26,'U',0,71
'CYBG','YBG','BAGOTVILLE','BAGOTVILLE','CANADA',48,19,50,'N',48.3305555555556,70,59,47,'U',0,522
'CYBK','YBK','BAKER LAKE','BAKER LAKE','CANADA',64,17,56,'N',64.2988888888889,96,4,40,'U',0,59
'CYBL','YBL','CAMPBELL RIVER','CAMPBELL RIVER','CANADA',49,57,3,'N',49.9508333333333,125,16,15,'U',0,346
'CYBR','YBR','BRANDON MUNI','BRANDON','CANADA',49,54,36,'N',49.91,99,57,7,'U',0,1343
'CYBT','YBT','','BROCHET','CANADA',0,0,0,'U',0,0,0,0,'U',0,0
'CYCA','YRF','','CARTWRIGHT','CANADA',0,0,0,'U',0,0,0,0,'U',0,0
'CYCB','YCB','CAMBRIDGE BAY','CAMBRIDGE BAY','CANADA',69,6,29,'N',69.1080555555556,105,8,18,'U',0,90
'CYCD','YCD','NANAIMO','NANAIMO','CANADA',49,3,8,'N',49.0522222222222,123,52,12,'U',0,93
'CYCG','YCG','CASTLEGAR','CASTLEGAR','CANADA',49,17,47,'N',49.2963888888889,117,37,57,'U',0,1624
'CYCH','YCH','MIRAMICHI','CHATHAM','CANADA',47,0,28,'N',47.0077777777778,65,26,57,'U',0,108
'CYCL','YCL','CHARLO','CHARLO','CANADA',47,59,26,'N',47.9905555555556,66,19,53,'U',0,132
'CYCO','YCO','KUGLUKTUK','COPPERMINE','CANADA',67,49,0,'N',67.8166666666667,115,8,38,'U',0,74
'CYCS','YCS','','CHESTERFIELD INLET','CANADA',0,0,0,'U',0,0,0,0,'U',0,0
'CYCT','YCT','CORONATION','CORONATION','CANADA',52,4,30,'N',52.075,111,26,43,'U',0,2595
'CYCV','YCV','','MONTREAL','CANADA',0,0,0,'U',0,0,0,0,'U',0,0
'CYCW','YCW','CHILLIWACK','CHILLIWACK','CANADA',49,9,10,'N',49.1527777777778,121,56,20,'U',0,32
'CYCY','YCY','CLYDE RIVER','CLYDE RIVER','CANADA',70,29,10,'N',70.4861111111111,68,31,0,'U',0,87
'CYCZ','YZS','FAIRMONT HOT SPRINGS','CORAL HARBOUR','CANADA',50,19,55,'N',50.3319444444444,115,52,25,'U',0,2658
'CYDA','YDA','DAWSON','DAWSON','CANADA',64,2,35,'N',64.0430555555556,139,7,40,'U',0,1214
'CYDB','YDB','BURWASH','BURWASH','CANADA',61,22,16,'N',61.3711111111111,139,2,26,'U',0,2647
'CYDC','YDC','PRINCETON','PRINCETON','CANADA',49,28,3,'N',49.4675,120,30,43,'U',0,2298
'CYDF','YDF','DEER LAKE','DEER LAKE','CANADA',49,12,39,'N',49.2108333333333,57,23,29,'U',0,72
'CYDL','YDL','DEASE LAKE','DEASE LAKE','CANADA',58,25,20,'N',58.4222222222222,130,1,56,'U',0,2600
'CYDN','YDN','DAUPHIN BARKER','DAUPHIN','CANADA',51,6,3,'N',51.1008333333333,100,3,9,'U',0,998
'CYDQ','YDQ','DAWSON CREEK','DAWSON CREEK','CANADA',55,44,30,'N',55.7416666666667,120,10,55,'U',0,2148
'CYED','YED','EDMONTON NAMAO','EDMONTON','CANADA',53,40,0,'N',53.6666666666667,113,28,0,'U',0,0
'CYEG','YEG','EDMONTON INTERNATIONAL','EDMONTON','CANADA',53,18,35,'N',53.3097222222222,113,34,47,'U',0,2373
'CYEK','YEK','ARVIAT','ESKIMO POINT','CANADA',61,5,39,'N',61.0941666666667,94,4,15,'U',0,32
'CYEN','YEN','ESTEVAN','ESTEVAN','CANADA',49,12,37,'N',49.2102777777778,102,57,57,'U',0,1905
'CYET','YET','EDSON','EDSON','CANADA',53,34,44,'N',53.5788888888889,116,27,54,'U',0,3041
'CYEU','YEU','EUREKA','EUREKA','CANADA',79,59,41,'N',79.9947222222222,85,48,48,'U',0,256
'CYEV','YEV','INUVIK MIKE ZUBKO','INUVIK','CANADA',68,18,15,'N',68.3041666666667,133,28,58,'U',0,224
'CYFB','YFB','IQALUIT','IQALUIT','CANADA',63,45,23,'N',63.7563888888889,68,33,21,'U',0,110
'CYFC','YFC','FREDERICTON','FREDERICTON','CANADA',45,52,10,'N',45.8694444444444,66,31,54,'U',0,68
'CYFO','YFO','FLIN FLON','FLIN FLON','CANADA',54,40,41,'N',54.6780555555556,101,40,54,'U',0,997
'CYFR','YFR','FORT RESOLUTION','FORT RESOLUTION','CANADA',61,10,51,'N',61.1808333333333,113,41,23,'U',0,526
'CYFS','YFS','FORT SIMPSON','FORT SIMPSON','CANADA',61,45,37,'N',61.7602777777778,121,14,12,'U',0,555
'CYGK','YGK','KINGSTON','KINGSTON','CANADA',44,13,31,'N',44.2252777777778,76,35,49,'U',0,305
'CYGL','YGL','LA GRANDE RIVIERE','LA GRANDE RIVIERE','CANADA',53,37,31,'N',53.6252777777778,77,42,15,'U',0,639
'CYGP','YGP','GASPE','GASPE','CANADA',48,46,31,'N',48.7752777777778,64,28,43,'U',0,108
'CYGQ','YGQ','GERALDTON GREENSTONE REGIONAL','GERALDTON','CANADA',49,46,42,'N',49.7783333333333,86,56,22,'U',0,1144
'CYGR','YGR','ILES DE LA MADELEINE','ILES DE LA MADELEINE','CANADA',47,25,29,'N',47.4247222222222,61,46,41,'U',0,34
'CYGT','YGT','','IGLOOLIK','CANADA',0,0,0,'U',0,0,0,0,'U',0,0
'CYGW','YGW','KUUJJUARAPIK','KUUJJUARARAPIK','CANADA',55,17,0,'N',55.2833333333333,77,46,0,'U',0,65
'CYGX','YGX','GILLAM','GILLAM','CANADA',56,21,0,'N',56.35,94,42,0,'U',0,470
'CYGZ','YGZ','','GRISE FIORD','CANADA',0,0,0,'U',0,0,0,0,'U',0,0
'CYHB','YHB','HUDSON BAY','HUDSON BAY','CANADA',52,49,0,'N',52.8166666666667,102,18,41,'U',0,1175
'CYHD','YHD','DRYDEN RGNL','DRYDEN','CANADA',49,49,54,'N',49.8316666666667,92,44,39,'U',0,1354
'CYHI','YHI','HOLMAN','HOLMAN ISLAND','CANADA',70,45,47,'N',70.7630555555556,117,48,21,'U',0,117
'CYHK','YHK','GJOA HAVEN','GJOA HAVEN','CANADA',68,38,8,'N',68.6355555555556,95,50,59,'U',0,152
'CYHM','YHM','HAMILTON','HAMILTON','CANADA',43,10,23,'N',43.1730555555555,79,56,6,'U',0,780
'CYHO','YHO','','HOPEDALE','CANADA',0,0,0,'U',0,0,0,0,'U',0,0
'CYHU','YHU','ST HUBERT','MONTREAL','CANADA',45,31,3,'N',45.5175,73,25,1,'U',0,90
'CYHY','YHY','HAY RIVER','HAY RIVER','CANADA',60,50,23,'N',60.8397222222222,115,46,58,'U',0,543
'CYHZ','YHZ','HALIFAX INTERNATIONAL','HALIFAX','CANADA',44,52,51,'N',44.8808333333333,63,30,31,'U',0,477
'CYIB','YIB','ATIKOKAN MUNI','ATIKOKAN','CANADA',48,46,26,'N',48.7738888888889,91,38,19,'U',0,1408
'CYIO','YIO','POND INLET','POND INLET','CANADA',72,41,0,'N',72.6833333333333,77,58,0,'U',0,181
'CYIV','YIV','','ISLAND LAKE','CANADA',0,0,0,'U',0,0,0,0,'U',0,0
'CYJN','YJN','ST JEAN','ST. JEAN','CANADA',45,17,40,'N',45.2944444444444,73,16,52,'U',0,136
'CYJT','YJT','STEPHENVILLE','STEPHENVILLE','CANADA',48,32,39,'N',48.5441666666667,58,33,0,'U',0,84
'CYKA','YKA','KAMLOOPS','KAMLOOPS','CANADA',50,42,8,'N',50.7022222222222,120,26,31,'U',0,1133
'CYKF','YKF','WATERLOO RGNL','WATERLOO','CANADA',43,27,32,'N',43.4588888888889,80,23,4,'U',0,1040
'CYKL','YKL','SCHEFFERVILLE','SCHEFFERVILLE','CANADA',54,48,18,'N',54.805,66,48,19,'U',0,1709
'CYKY','YKY','KINDERSLEY','KINDERSLEY','CANADA',51,31,3,'N',51.5175,109,10,51,'U',0,2277
'CYKZ','YKZ','BUTTONVILLE MUNI','TORONTO','CANADA',43,51,44,'N',43.8622222222222,79,22,12,'U',0,650
'CYLC','YLC','','LAKE HARBOUR','CANADA',0,0,0,'U',0,0,0,0,'U',0,0
'CYLD','YLD','CHAPLEAU','CHAPLEAU','CANADA',47,49,12,'N',47.82,83,20,47,'U',0,1465
'CYLJ','YLJ','MEADOW LAKE','MEADOW LAKE','CANADA',54,7,31,'N',54.1252777777778,108,31,22,'U',0,1576
'CYLL','YLL','LLOYDMINSTER','LLOYDMINSTER','CANADA',53,18,33,'N',53.3091666666667,110,4,21,'U',0,2194
'CYLT','YLT','ALERT','ALERT','CANADA',82,31,4,'N',82.5177777777778,62,16,50,'U',0,100
'CYLW','YLW','KELOWNA','KELOWNA','CANADA',49,57,22,'N',49.9561111111111,119,22,40,'U',0,1409
'CYMA','YMA','MAYO','MAYO','CANADA',63,37,0,'N',63.6166666666667,135,52,0,'U',0,1653
'CYMJ','YMJ','MOOSE JAW','MOOSE JAW','CANADA',50,19,49,'N',50.3302777777778,105,33,33,'U',0,1892
'CYMM','YMM','FORT MCMURRAY','FORT MCMURRAY','CANADA',56,39,12,'N',56.6533333333333,111,13,19,'U',0,1211
'CYMO','YMO','MOOSONEE','MOOSONEE','CANADA',51,17,28,'N',51.2911111111111,80,36,28,'U',0,30
'CYMW','YMW','MANIWAKI','MANIWAKI','CANADA',46,16,28,'N',46.2744444444444,75,59,24,'U',0,659
'CYMX','YMX','MONTREAL INTERNATIONAL MIRABEL','MONTREAL','CANADA',45,40,47,'N',45.6797222222222,74,2,19,'U',0,270
'CYNA','YNA','NATASHQUAN','NATASHQUAN','CANADA',50,11,23,'N',50.1897222222222,61,47,21,'U',0,35
'CYND','YND','GATINEAU','GATINEAU','CANADA',45,31,17,'N',45.5213888888889,75,33,51,'U',0,211
'CYNM','YNM','MATAGAMI','MATAGAMI','CANADA',49,45,42,'N',49.7616666666667,77,48,10,'U',0,918
'CYOC','YOC','OLD CROW','OLD CROW','CANADA',67,34,14,'N',67.5705555555556,139,50,21,'U',0,824
'CYOD','YOD','COLD LAKE','COLD LAKE','CANADA',54,24,18,'N',54.405,110,16,46,'U',0,1775
'CYOJ','YOJ','HIGH LEVEL','HIGH LEVEL','CANADA',58,37,17,'N',58.6213888888889,117,9,53,'U',0,1110
'CYOW','YOW','OTTAWA MACDONALD CARTIER INTERNATIONAL','OTTAWA','CANADA',45,19,21,'N',45.3225,75,40,9,'U',0,374
'CYPA','YPA','PRINCE ALBERT GLASS FIELD','PRINCE ALBERT','CANADA',53,12,51,'N',53.2141666666667,105,40,22,'U',0,1405
'CYPE','YPE','PEACE RIVER','PEACE RIVER','CANADA',56,13,37,'N',56.2269444444444,117,26,50,'U',0,1873
'CYPG','YPG','SOUTHPORT','PORTAGE-LA-PRAIRIE','CANADA',49,54,10,'N',49.9027777777778,98,16,29,'U',0,885
'CYPH','YPH','','INUKJUAK','CANADA',0,0,0,'U',0,0,0,0,'U',0,0
'CYPL','YPL','PICKLE LAKE','PICKLE LAKE','CANADA',51,26,47,'N',51.4463888888889,90,12,51,'U',0,1267
'CYPN','YPN','PORT MENIER','PORT MENIER','CANADA',49,50,11,'N',49.8363888888889,64,17,19,'U',0,167
'CYPQ','YPQ','PETERBOROUGH','PETERBOROUGH','CANADA',44,13,48,'N',44.23,78,21,48,'U',0,628
'CYPR','YPR','PRINCE RUPERT','PRINCE PUPERT','CANADA',54,17,10,'N',54.2861111111111,130,26,41,'U',0,116
'CYPY','YPY','FORT CHIPEWYAN','FORT CHIPEWYAN','CANADA',58,46,2,'N',58.7672222222222,111,7,2,'U',0,761
'CYQA','YQA','MUSKOKA','MUSKOKA','CANADA',44,58,29,'N',44.9747222222222,79,18,12,'U',0,925
'CYQB','YQB','QUEBEC JEAN LESAGE INTERNATIONAL','QUEBEC','CANADA',46,47,18,'N',46.7883333333333,71,23,51,'U',0,244
'CYQF','YQF','RED DEER REGIONAL','RED DEER INDUSTRIAL','CANADA',52,10,43,'N',52.1786111111111,113,53,35,'U',0,2968
'CYQG','YQG','WINDSOR','WINDSOR','CANADA',42,16,32,'N',42.2755555555556,82,57,20,'U',0,622
'CYQH','YQH','WATSON LAKE','WATSON LAKE','CANADA',60,7,4,'N',60.1177777777778,128,49,19,'U',0,2255
'CYQK','YQK','KENORA','KENORA','CANADA',49,47,18,'N',49.7883333333333,94,21,47,'U',0,1332
'CYQL','YQL','LETHBRIDGE','LETHBRIDGE','CANADA',49,37,49,'N',49.6302777777778,112,47,59,'U',0,3047
'CYQM','YQM','GREATER MONCTON INTERNATIONAL','MONCTON','CANADA',46,6,44,'N',46.1122222222222,64,40,43,'U',0,232
'CYQQ','YQQ','COMOX','COMOX','CANADA',49,42,39,'N',49.7108333333333,124,53,12,'U',0,84
'CYQR','YQR','REGINA INTERNATIONAL','REGINA','CANADA',50,25,55,'N',50.4319444444444,104,39,57,'U',0,1894
'CYQT','YQT','THUNDER BAY','THUNDER BAY','CANADA',48,22,19,'N',48.3719444444444,89,19,26,'U',0,653
'CYQU','YQU','GRANDE PRAIRIE','GRANDE PRAIRIE','CANADA',55,10,47,'N',55.1797222222222,118,53,6,'U',0,2195
'CYQV','YQV','YORKTON MUNI','YORKTON','CANADA',51,15,53,'N',51.2647222222222,102,27,42,'U',0,1635
'CYQW','YQW','NORTH BATTLEFORD','NORTH BATTLEFORD','CANADA',52,46,9,'N',52.7691666666667,108,14,37,'U',0,1799
'CYQX','YQX','GANDER INTERNATIONAL','GANDER','CANADA',48,56,13,'N',48.9369444444444,54,34,5,'U',0,496
'CYQY','YQY','SYDNEY','SYDNEY','CANADA',46,9,41,'N',46.1613888888889,60,2,52,'U',0,203
'CYQZ','YQZ','QUESNEL','QUESNEL','CANADA',53,1,34,'N',53.0261111111111,122,30,36,'U',0,1789
'CYRB','YRB','RESOLUTE BAY','RESOLUTE','CANADA',74,43,1,'N',74.7169444444445,94,58,10,'U',0,215
'CYRI','YRI','RIVIERE DU LOUP','RIVIERE DU LOUP','CANADA',47,45,52,'N',47.7644444444444,69,35,5,'U',0,427
'CYRJ','YRJ','ROBERVAL','ROBERVAL','CANADA',48,31,12,'N',48.52,72,15,56,'U',0,586
'CYRM','YRM','ROCKY MOUNTAIN HOUSE','ROCKY MOUNTAIN HOUSE','CANADA',52,25,47,'N',52.4297222222222,114,54,15,'U',0,3242
'CYRT','YRT','RANKIN INLET','RANKIN INLET','CANADA',62,48,41,'N',62.8113888888889,92,6,57,'U',0,94
'CYSB','YSB','SUDBURY','SUDBURY','CANADA',46,37,30,'N',46.625,80,47,56,'U',0,1140
'CYSC','YSC','SHERBROOKE','SHERBROOKE','CANADA',45,26,17,'N',45.4380555555556,71,41,26,'U',0,792
'CYSF','YSF','','STONY RAPIDS','CANADA',0,0,0,'U',0,0,0,0,'U',0,0
'CYSJ','YSJ','SAINT JOHN','ST. JOHN','CANADA',45,18,58,'N',45.3161111111111,65,53,25,'U',0,357
'CYSK','YSK','','SANIKILUAQ','CANADA',0,0,0,'U',0,0,0,0,'U',0,0
'CYSM','YSM','FORT SMITH','FORT SMITH','CANADA',60,1,20,'N',60.0222222222222,111,57,37,'U',0,673
'CYSR','YSR','NANISIVIK','NANISIVIK','CANADA',72,58,56,'N',72.9822222222222,84,36,49,'U',0,2106
'CYSU','YSU','SUMMERSIDE','SUMMERSIDE','CANADA',46,26,34,'N',46.4427777777778,63,49,52,'U',0,56
'CYSY','YSY','SACHS HARBOUR','SACHS HARBOUR','CANADA',71,59,38,'N',71.9938888888889,125,14,33,'U',0,281
'CYTE','YTE','CAPE DORSET','CAPE DORSET','CANADA',64,13,48,'N',64.23,76,31,36,'U',0,164
'CYTH','YTH','THOMPSON','THOMPSON','CANADA',55,48,4,'N',55.8011111111111,97,51,51,'U',0,729
'CYTL','YTL','','BIG TROUT LAKE','CANADA',0,0,0,'U',0,0,0,0,'U',0,0
'CYTR','YTR','TRENTON','TRENTON','CANADA',44,7,8,'N',44.1188888888889,77,31,41,'U',0,283
'CYTS','YTS','TIMMINS','TIMMINS','CANADA',48,34,11,'N',48.5697222222222,81,22,36,'U',0,967
'CYTZ','YTZ','CITY CENTRE','TORONTO','CANADA',43,37,39,'N',43.6275,79,23,46,'U',0,251
'CYUB','YUB','TUKTOYAKTUK','TUKTOYAKTUK','CANADA',69,26,0,'N',69.4333333333333,133,1,35,'U',0,15
'CYUF','YUF','','PELLY BAY','CANADA',0,0,0,'U',0,0,0,0,'U',0,0
'CYUL','YUL','MONTREAL INTERNATIONAL DORVAL','MONTREAL','CANADA',45,28,5,'N',45.4680555555556,73,44,29,'U',0,117
'CYUT','YUT','REPULSE BAY','REPULSE BAY','CANADA',66,31,17,'N',66.5213888888889,86,13,29,'U',0,80
'CYUX','YUX','HALL BEACH','HALL BEACH','CANADA',68,46,34,'N',68.7761111111111,81,14,37,'U',0,27
'CYUY','YUY','ROUYN NORANDA','ROUYN','CANADA',48,12,22,'N',48.2061111111111,78,50,8,'U',0,988
'CYVC','YVC','LA RONGE','LA RONGE','CANADA',55,9,5,'N',55.1513888888889,105,15,43,'U',0,1242
'CYVG','YVG','VERMILION','VERMILLION','CANADA',53,21,21,'N',53.3558333333333,110,49,26,'U',0,2025
'CYVM','YVM','QIKIQTARJUAQ','BROUGHTON ISLAND','CANADA',67,32,45,'N',67.5458333333333,64,1,53,'U',0,21
'CYVO','YVO','VAL D OR','VAL D''OR','CANADA',48,3,12,'N',48.0533333333333,77,46,58,'U',0,1107
'CYVP','YVP','KUUJJUAQ','QUUJJUAQ','CANADA',58,5,46,'N',58.0961111111111,68,25,37,'U',0,129
'CYVQ','YVQ','NORMAN WELLS','NORMAN WELLS','CANADA',65,16,57,'N',65.2825,126,48,1,'U',0,241
'CYVR','YVR','VANCOUVER INTERNATIONAL','VANCOUVER','CANADA',49,11,42,'N',49.195,123,10,55,'W',0,14
'CYVT','YVT','BUFFALO NARROWS','BUFFALO NARROWS','CANADA',55,50,31,'N',55.8419444444444,108,25,3,'U',0,1444
'CYVV','YVV','WIARTON','WIARTON','CANADA',44,44,45,'N',44.7458333333333,81,6,26,'U',0,729
